chr;pos;strand;Name;Islands_Name;Relation_to_Island;UCSC_RefGene_Name;UCSC_RefGene_Accession;UCSC_RefGene_Group;Phantom;DMR;Enhancer;HMM_Island;Regulatory_Feature_Name;Regulatory_Feature_Group;DHS;logFC;AveExpr;t;P.Value;adj.P.Val;B
chrX;100075233;-;cg20056133;chrX:100075232-100075559;Island;CSTF2;NM_001325;TSS200;;;;X:99961835-99962353;X:100074500-100075649;Promoter_Associated;;0.235655246778711;0.208273160526316;10.3921977775877;1.36210341830224e-12;4.16820779376817e-10;18.5420402559197
chrX;11684543;+;cg12467143;chrX:11682333-11684544;Island;"ARHGAP6;ARHGAP6";"NM_013427;NM_006125";"TSS1500;TSS1500";;;;X:11594237-11594587;;;;0.218609324033613;0.231928634736842;10.3898541243635;1.37075354900855e-12;4.19174903718604e-10;18.5357039550313
chrX;50557283;+;cg05947181;chrX:50556224-50557179;S_Shore;"SHROOM4;SHROOM4";"NM_020717;NR_027121";"TSS1500;TSS1500";;;;X:50572879-50574283;;;TRUE;0.316680605602241;0.429495273684211;10.3889452540396;1.37412310352427e-12;4.19912075035375e-10;18.5332465373564
chrX;49767838;-;cg16879820;;OpenSea;"CLCN5;MIR188;CLCN5;MIR532";"NM_001127898;NR_029708;NM_001127899;NR_030241";"Body;TSS1500;Body;Body";;;;;;;;-0.159490537254902;0.766665163157895;-10.3879747726627;1.37773038395966e-12;4.20720813150259e-10;18.5306224139233
chrX;118285064;+;cg08168768;chrX:118284519-118285065;Island;KIAA1210;NM_020721;TSS1500;;;;;;;;-0.216160005042017;0.744131631578947;-10.3866738565802;1.38258101627376e-12;4.21907844843447e-10;18.5271046190962
chrX;131156989;+;cg16991511;chrX:131156818-131157775;Island;"MST4;MST4;MST4";"NM_016542;NM_001042452;NM_001042453";"TSS1500;TSS1500;TSS1500";;;;X:130984463-130985821;X:131156086-131157733;Promoter_Associated_Cell_type_specific;TRUE;0.261234377955182;0.240086365;10.3807975336079;1.40470917894746e-12;4.28361955639144e-10;18.5112117157511
chrX;148549804;-;cg21031530;chrX:148552551-148552755;N_Shelf;;;;;;;;;;;-0.21755353697479;0.507061639473684;-10.3777285859086;1.41640871308473e-12;4.316291169761e-10;18.5029097254267
chrX;11776390;+;cg19716713;chrX:11775784-11776936;Island;"MSL3;MSL3;MSL3;MSL3;MSL3";"NM_078630;NM_078629;NM_078628;NM_078630;NM_006800";"1stExon;1stExon;1stExon;5'UTR;TSS1500";;;;X:11685687-11687039;X:11775564-11776986;Promoter_Associated;TRUE;0.217547714369748;0.250659393947368;10.37629162868;1.42192076921834e-12;4.3300750523212e-10;18.4990220992575
chrX;106146809;+;cg16397077;;OpenSea;"CLDN2;RIPPLY1";"NM_001171092;NM_138382";"5'UTR;TSS1500";;;;;;;;-0.191122584593837;0.839961618421053;-10.3749965360945;1.42690734886272e-12;4.34224069281709e-10;18.4955180474026
chrX;73325026;+;cg01592490;chrX:73325164-73325522;N_Shore;NCRNA00182;NR_028379;Body;;;;;;;;-0.217227916246499;0.798478228947368;-10.3741973237852;1.42999348607888e-12;4.34861019116587e-10;18.4933555572402
chrX;100673096;-;cg13484245;chrX:100673191-100673673;N_Shore;ARMCX4;NR_028407;TSS200;;;;X:100559718-100560445;X:100673025-100674007;Unclassified_Cell_type_specific;;-0.199843308963586;0.599855223684211;-10.370283602674;1.44520459982424e-12;4.39181731493016e-10;18.4827646793977
chrX;66764411;-;cg27271368;chrX:66766037-66766279;N_Shore;"AR;AR";"NM_000044;NM_000044";"1stExon;5'UTR";;DMR;;X:66680456-66681257;X:66764300-66764485;Unclassified_Cell_type_specific;TRUE;0.253902625182073;0.223566073947368;10.3689736258548;1.45033267553679e-12;4.40434452113912e-10;18.4792193121791
chrX;53311582;-;cg00321056;;OpenSea;"IQSEC2;IQSEC2;IQSEC2";"NM_001111125;NM_015075;NR_024449";"Body;TSS1500;TSS1500";;;TRUE;;;;;-0.133415818414652;0.838627761713458;-10.3685891014834;1.45184145981794e-12;4.40587098142837e-10;18.4781785787696
chrX;153060450;+;cg11154719;chrX:153059275-153060557;Island;"IDH3G;IDH3G;SSR4";"NM_174869;NM_004135;NM_006280";"TSS1500;TSS1500;Body";;;;X:152712470-152714037;;;;0.300376057254902;0.253665204210526;10.3657927689614;1.46286178066314e-12;4.43623978670023e-10;18.4706095832655
chrX;70273254;+;cg21175761;chrX:70273009-70273255;Island;;;;;;TRUE;;;;;-0.2055003232493;0.794324378947368;-10.3653368292896;1.46466669107177e-12;4.43863946496257e-10;18.4693753666758
chrX;54669118;-;cg16508981;chrX:54665781-54666274;S_Shelf;;;;;;;;;;;-0.177563242577031;0.766048568421053;-10.3644189649687;1.4683070819674e-12;4.44552576069251e-10;18.4668906487962
chrX;46935110;+;cg10555205;chrX:46937631-46938149;N_Shelf;;;;;;;;;;;-0.160161689635854;0.763030263157895;-10.3642522206754;1.46896940327607e-12;4.44552576069251e-10;18.4664392492671
chrX;117957786;-;cg05397816;chrX:117957615-117957937;Island;"ZCCHC12;ZCCHC12";"NM_173798;NM_173798";"1stExon;5'UTR";high-CpG:117841761-117841818;;TRUE;X:117841621-117842738;X:117957496-117957911;Unclassified_Cell_type_specific;TRUE;0.319793854061625;0.318190923684211;10.3638801392608;1.47044843617224e-12;4.44692853586718e-10;18.4654319608833
chrX;129068271;+;cg05548952;chrX:129066633-129067227;S_Shore;;;;;RDMR;;;;;;-0.289956907843137;0.674978697368421;-10.3555165442502;1.50409688521102e-12;4.54554894700791e-10;18.442785431404
chrX;9753940;+;cg26318441;chrX:9753566-9755101;Island;SHROOM2;NM_001649;TSS1500;;;;X:9713457-9715284;X:9753937-9754426;Unclassified_Cell_type_specific;TRUE;0.243915217310924;0.253785105789474;10.3523797240301;1.51691813106664e-12;4.58113460183866e-10;18.434289315185
chrX;133371084;+;cg00729461;chrX:133371069-133371718;Island;"CCDC160;CCDC160";"NM_001101357;NM_001101357";"5'UTR;1stExon";;;;X:133198718-133199356;;;;0.336519972702718;0.299096855519698;10.3506151319831;1.52417944888346e-12;4.5998916428936e-10;18.4295093230541
chrX;153046482;-;cg12230162;chrX:153046341-153046768;Island;"SRPK3;SRPK3;SRPK3;SRPK3;SRPK3;SRPK3";"NM_001170761;NM_001170760;NM_014370;NM_014370;NM_001170760;NM_001170761";"5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon";high-CpG:152699616-152699704;;TRUE;X:152699558-152700211;X:153045388-153046646;Unclassified;;0.324763968935574;0.377490665526316;10.3499908266992;1.5267569368499e-12;4.60449703632451e-10;18.4278180830609
chrX;48386875;+;cg14354270;;OpenSea;EBP;NM_006579;3'UTR;;;;;;;;-0.146485657422969;0.822837376315789;-10.3472318648184;1.53820073364185e-12;4.63581730257881e-10;18.4203434504829
chrX;38117997;+;cg22671388;chrX:38115343-38115570;S_Shelf;;;;;;;;;;;-0.172720190756303;0.507571344736842;-10.3432445679202;1.55489395312109e-12;4.6829042754301e-10;18.4095392076081
chrX;47431033;-;cg16203368;chrX:47433414-47434124;N_Shelf;ARAF;NM_001654;3'UTR;;;;;;;;-0.133652129411765;0.833170642105263;-10.3398320887129;1.56932701838808e-12;4.72312425196022e-10;18.4002908564292
chrX;16887664;+;cg15464143;chrX:16887742-16889250;N_Shore;RBBP7;NM_002893;Body;;;;X:16797552-16799101;X:16887512-16889280;Promoter_Associated;;0.239506695098039;0.222280401315789;10.3350708438895;1.58969285324661e-12;4.78113227478092e-10;18.3873845628149
chrX;152740503;+;cg09310980;chrX:152740205-152740657;Island;;;;;;;X:152393344-152393840;X:152739439-152741123;Unclassified_Cell_type_specific;TRUE;0.200716704481793;0.440904965789474;10.3345296818574;1.59202459065939e-12;4.78485886306182e-10;18.385917446328
chrX;56310955;-;cg11633007;;OpenSea;"KLF8;KLF8";"NM_007250;NM_001159296";"3'UTR;3'UTR";;;;;;;;-0.189970044257703;0.825424136842105;-10.3310976959492;1.60689345506283e-12;4.82623505861341e-10;18.3766122633402
chrX;39961764;+;cg11143827;chrX:39953434-39969247;Island;"BCOR;BCOR";"NM_001123384;NM_001123383";"5'UTR;5'UTR";;RDMR;;X:39846551-39847459;;;;-0.147636600280112;0.889521928947368;-10.3281309984254;1.61986034882234e-12;4.86184596429539e-10;18.3685673651557
chrX;19002582;+;cg02540826;chrX:19002003-19003244;Island;PHKA2;NM_000292;TSS200;high-CpG:18912347-18913029;;;X:18911925-18913165;X:19001823-19003388;Promoter_Associated;;0.189189472969188;0.193764856578947;10.3266017295422;1.62658605109972e-12;4.87868861726557e-10;18.3644199376007
chrX;71263941;+;cg08862109;;OpenSea;"NHSL2;RPS26P11";"NM_001013627;NR_002309";"Body;TSS1500";;;;;;;;-0.201315582913165;0.725699186842105;-10.3246342939983;1.63528062689237e-12;4.8988504974393e-10;18.3590837321319
chrX;18239743;-;cg13325218;chrX:18238232-18239070;S_Shore;BEND2;NM_153346;TSS1500;;RDMR;;;;;;-0.13438288627451;0.834218926315789;-10.32457451148;1.63554555958755e-12;4.8988504974393e-10;18.3589215781091
chrX;69642725;-;cg03512439;;OpenSea;"GDPD2;GDPD2;GDPD2;GDPD2";"NM_001171192;NM_001171193;NM_017711;NM_001171191";"TSS200;TSS200;TSS200;TSS200";;;;;;;;-0.166615716526611;0.787437605263158;-10.3182608534269;1.6637725857381e-12;4.97999091172289e-10;18.34179375621
chrX;70833365;+;cg08699828;;OpenSea;"BCYRN1;ACRC";"NR_001568;NM_052957";"Body;3'UTR";;;;;;;;-0.172224490756303;0.574764484210526;-10.3146625032731;1.68008135834105e-12;5.02537122365422e-10;18.3320297162698
chrX;48337472;+;cg02019068;chrX:48334229-48335036;S_Shelf;"FTSJ1;FTSJ1;FTSJ1";"NM_177439;NM_012280;NM_177434";"Body;Body;Body";;;;;;;;-0.156051497478992;0.84654022631579;-10.3137772586824;1.68411842270237e-12;5.03400814863521e-10;18.3296273627759
chrX;40064418;+;cg01084328;chrX:40064743-40064993;N_Shore;;;;;;;;;;;-0.180123299362342;0.783313934845003;-10.3132929388679;1.68633128887458e-12;5.03492528882158e-10;18.3283129844858
chrX;153204066;+;cg01856640;chrX:153199952-153200924;S_Shelf;RENBP;NM_002910;Body;;;;;;;;-0.119127595518207;0.385656905263158;-10.3132068791212;1.68672480696711e-12;5.03492528882158e-10;18.3280794267557
chrX;56590097;+;cg10950413;chrX:56589945-56590514;Island;"UBQLN2;UBQLN2";"NM_013444;NM_013444";"1stExon;5'UTR";high-CpG:56606686-56606866;;;X:56606671-56607217;X:56589467-56590755;Promoter_Associated_Cell_type_specific;;0.240989499551821;0.21183477;10.3102524659019;1.70029103053115e-12;5.07196351112883e-10;18.3200608437484
chrX;152599461;+;cg04754076;chrX:152599434-152600076;Island;ZNF275;NM_001080485;TSS200;high-CpG:152252491-152252657;;;X:152252540-152253259;X:152599025-152600555;Promoter_Associated;;0.218659721568627;0.299515278947368;10.3086542691601;1.7076759420809e-12;5.0905250220626e-10;18.3157226908496
chrX;149530926;+;cg22452543;chrX:149529540-149534090;Island;;;;;DMR;;X:149281427-149284862;X:149530262-149531798;Unclassified;TRUE;0.359170574789916;0.393014784210526;10.3018533185661;1.73946845238536e-12;5.18177002158748e-10;18.2972583766745
chrX;15518992;-;cg23946499;;OpenSea;"BMX;BMX";"NM_203281;NM_203281";"1stExon;5'UTR";;;;X:15428865-15428997;;;;-0.186087026890756;0.669778573684211;-10.2990388284052;1.75280101915347e-12;5.21793730449614e-10;18.2896153548963
chrX;118370302;+;cg18689730;chrX:118369862-118370973;Island;"PGRMC1;PGRMC1";"NM_006667;NM_006667";"1stExon;5'UTR";high-CpG:118254233-118254353;;;X:118253744-118255323;X:118369631-118371487;Promoter_Associated;;0.247315254397759;0.326210188947368;10.2821416492641;1.83506085935631e-12;5.45910659344815e-10;18.2437073768824
chrX;153192754;+;cg05906362;chrX:153193513-153194074;N_Shore;"ARHGAP4;ARHGAP4";"NM_001666;NM_001164741";"TSS1500;TSS1500";;;;;X:153192195-153192948;Promoter_Associated;;0.166016133613445;0.332771781578947;10.2808256768618;1.8416299827572e-12;5.47492963998172e-10;18.2401304227761
chrX;17705840;-;cg08136916;;OpenSea;"NHS;NHS";"NM_001136024;NM_198270";"Body;Body";;;;;;;;-0.163674518207283;0.821169163157895;-10.2775585091906;1.85804281990152e-12;5.51997546137147e-10;18.2312489198228
chrX;48768927;+;cg12614702;chrX:48768763-48769474;Island;"SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2";"NM_001032289;NM_001032289;NM_001042498;NM_005660;NM_001042498";"5'UTR;1stExon;5'UTR;TSS200;1stExon";high-CpG:48653868-48653893;;;X:48653616-48654401;X:48768510-48769452;Promoter_Associated_Cell_type_specific;TRUE;0.225481862268908;0.280876278157895;10.2754665917641;1.86862980365894e-12;5.54766417316247e-10;18.225561487662
chrX;151999289;-;cg05476089;chrX:151999149-151999751;Island;"CETN2;NSDHL;NSDHL;CETN2";"NM_004344;NM_001129765;NM_015922;NM_004344";"5'UTR;TSS1500;TSS1500;1stExon";high-CpG:151749915-151749959;;;X:151749730-151750567;X:151998836-152000136;Promoter_Associated;;0.274934992436975;0.321825923684211;10.2579603187908;1.95966923433426e-12;5.8140040405956e-10;18.1779433427039
chrX;49126128;+;cg03748372;chrX:49125645-49127200;Island;PPP1R3F;NM_033215;TSS200;;;;X:49012590-49014144;X:49125345-49126853;Promoter_Associated;;0.290736744817927;0.471638071052632;10.2524450904762;1.98927580484179e-12;5.89784584998944e-10;18.1629331808647
chrX;69455617;-;cg02616921;;OpenSea;AWAT1;NM_001013579;Body;;;;;;;;-0.159250915966386;0.809818273684211;-10.2445930718551;2.03221388266309e-12;6.02107299102639e-10;18.1415563032046
chrX;133940383;-;cg19681107;;OpenSea;"FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C;FAM122C";"NM_001170783;NM_001170779;NM_138819;NM_001170784;NM_001170782;NM_001170781;NM_001170780";"TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body";;;;;;;;-0.0578928324929973;0.845589363157895;-10.2439963926662;2.03551508057569e-12;6.02677617203798e-10;18.1399315291497
chrX;110924355;+;cg05551025;chrX:110924384-110925275;N_Shore;"ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13;ALG13";"NR_033132;NR_033134;NM_018466;NM_001168385;NR_033129;NM_001039210;NR_033128;NR_033125;NM_018466;NM_001099922;NM_001099922;NM_001168385;NR_033131;NR_033127;NR_033124;NM_001039210";"TSS1500;TSS200;1stExon;5'UTR;TSS200;1stExon;TSS200;Body;5'UTR;1stExon;5'UTR;1stExon;TSS200;TSS200;Body;5'UTR";;;;X:110810981-110811931;X:110923936-110925274;Promoter_Associated;;0.172478392829132;0.211506804210526;10.243442695451;2.03858335716145e-12;6.03178247590829e-10;18.1384237540789
chrX;47696132;+;cg23323745;chrX:47696092-47696364;Island;ZNF81;NM_007137;TSS200;;;;X:47580996-47581364;X:47695644-47696730;Promoter_Associated;TRUE;0.359620605042017;0.261816126315789;10.2410350306944;2.05198009765287e-12;6.06732135504781e-10;18.1318669611249
chrX;9863141;+;cg01993928;chrX:9863527-9863822;N_Shore;SHROOM2;NM_001649;Body;;;;X:9822324-9823228;;;;-0.119314033893557;0.85261775;-10.2400756403079;2.05734327326748e-12;6.07907455288071e-10;18.1292540398343
chrX;133306722;-;cg03915742;chrX:133305678-133306936;Island;;;;;;;X:133133345-133134878;X:133305641-133307088;Unclassified_Cell_type_specific;;0.283782588739496;0.269325674210526;10.237240596721;2.07327521594563e-12;6.12201962348924e-10;18.1215320234461
chrX;151561584;+;cg11166197;;OpenSea;"GABRA3;MIR105-1";"NM_000808;NR_029521";"5'UTR;TSS1500";;;;;;;;-0.196488285994398;0.688355344736842;-10.2335250981861;2.09434527584291e-12;6.18006855574605e-10;18.1114102377217
chrX;14891591;-;cg19235109;chrX:14890991-14891734;Island;"FANCB;MOSPD2;FANCB;MOSPD2";"NM_001018113;NM_152581;NM_152633;NM_152581";"TSS1500;5'UTR;TSS1500;1stExon";;;;X:14800913-14801685;X:14890952-14892003;Promoter_Associated;;0.210654905378151;0.227063104736842;10.2296183095008;2.11673521252085e-12;6.23808443692387e-10;18.1007653689008
chrX;118533786;+;cg04602218;chrX:118533163-118533787;Island;SLC25A43;NM_145305;Body;;;;X:118417154-118417946;X:118532037-118534007;Promoter_Associated;;0.216733520140056;0.245444029210526;10.2295974913516;2.11685517219958e-12;6.23808443692387e-10;18.1007086400607
chrX;49126243;+;cg05223760;chrX:49125645-49127200;Island;PPP1R3F;NM_033215;TSS200;;;;X:49012590-49014144;X:49125345-49126853;Promoter_Associated;;0.311122272857143;0.357932562894737;10.2288436123015;2.12120388697678e-12;6.24669580983646e-10;18.0986543033573
chrX;23925946;-;cg22412459;chrX:23925590-23926315;Island;"APOO;APOO;CXorf58;APOO;CXorf58";"NM_024122;NM_024122;NM_152761;NR_026545;NM_001169574";"1stExon;5'UTR;TSS200;Body;TSS200";high-CpG:23835757-23835995;;;X:23835491-23836236;X:23925325-23926585;Promoter_Associated;;0.287870059831933;0.277701711578947;10.2278070694757;2.12719798124987e-12;6.2601378009492e-10;18.0958295790421
chrX;15866587;-;cg25363442;;OpenSea;AP1S2;NM_003916;Body;;;TRUE;;;;;-0.132145738095238;0.827735592105263;-10.2259377350989;2.13805152920587e-12;6.28785303455584e-10;18.0907350219837
chrX;47861943;-;cg00965330;chrX:47863379-47863596;N_Shore;"ZNF182;ZNF182";"NM_001007088;NM_006962";"Body;5'UTR";;;;;;;;-0.223874598091049;0.665854033930918;-10.2214313973046;2.16444804777696e-12;6.36121112693774e-10;18.0784518550959
chrX;153285654;+;cg03050491;chrX:153284685-153285655;Island;"IRAK1;IRAK1;MIR718;IRAK1";"NM_001025242;NM_001569;NR_031757;NM_001025243";"TSS1500;TSS1500;TSS1500;TSS1500";;;;X:152937930-152939013;X:153284526-153285979;Promoter_Associated;;0.311681313137255;0.286571889736842;10.2206318778933;2.16916587179643e-12;6.37080088479639e-10;18.0762722816324
chrX;153285158;+;cg01353347;chrX:153284685-153285655;Island;"IRAK1;IRAK1;IRAK1";"NM_001569;NM_001025243;NM_001025242";"1stExon;1stExon;1stExon";high-CpG:152938207-152938647;;;X:152937930-152939013;X:153284526-153285979;Promoter_Associated;;0.24945811789916;0.274421187105263;10.2201155170181;2.17221838703737e-12;6.37549008416363e-10;18.074864583005
chrX;129471056;-;cg16064583;chrX:129473463-129473945;N_Shelf;;;;;;;;;;;-0.144520404201681;0.816928207894737;-10.2183519948731;2.18267660828547e-12;6.40189428985023e-10;18.0700566181125
chrX;48815787;+;cg02337670;chrX:48814267-48815894;Island;"OTUD5;OTUD5;OTUD5;OTUD5";"NM_017602;NM_001136159;NM_001136158;NM_001136157";"TSS1500;TSS200;TSS1500;TSS1500";;;;X:48699188-48700813;X:48814180-48816023;Promoter_Associated;;0.206051539187675;0.195662929210526;10.2100888135271;2.23236651184289e-12;6.54325451808602e-10;18.0475228805501
chrX;46306863;+;cg15008991;chrX:46306249-46306838;S_Shore;"ZNF673;ZNF673;ZNF673;ZNF673";"NM_001129898;NM_001129900;NM_001129899;NM_017776";"5'UTR;5'UTR;5'UTR;5'UTR";;;;X:46191200-46192025;X:46305774-46307039;Promoter_Associated_Cell_type_specific;;0.15629537952381;0.169237092368421;10.2089174823821;2.23950277252716e-12;6.55978074983768e-10;18.0443279240344
chrX;153095721;+;cg18233735;chrX:153094946-153096040;Island;PDZD4;NM_032512;1stExon;high-CpG:152748526-152749594;DMR;;X:152747214-152749925;X:153095367-153096441;Unclassified_Cell_type_specific;TRUE;0.302406271148459;0.282564231578947;10.1977400675524;2.30877923728399e-12;6.75481007553232e-10;18.0138309626576
chrX;23926332;+;cg08338641;chrX:23925590-23926315;S_Shore;"CXorf58;CXorf58;CXorf58;APOO;CXorf58;APOO";"NM_001169574;NM_152761;NM_001169574;NR_026545;NM_152761;NM_024122";"5'UTR;5'UTR;1stExon;TSS1500;1stExon;TSS1500";;;;;X:23925325-23926585;Promoter_Associated;;0.268799406694678;0.263735252894737;10.1976778878612;2.30917065911065e-12;6.75481007553232e-10;18.0136612626008
chrX;151562205;-;cg04227631;;OpenSea;"GABRA3;MIR767;MIR105-1";"NM_000808;NR_030409;NR_029521";"5'UTR;TSS1500;TSS1500";;;;;;;;-0.195552086834734;0.633215547368421;-10.1958746468655;2.32055150275331e-12;6.78082234595787e-10;18.0087396569027
chrX;8700400;+;cg10088365;chrX:8698857-8700500;Island;KAL1;NM_000216;TSS200;;DMR;;X:8658875-8660820;;;TRUE;0.261574524621849;0.189223700789474;10.1957784793539;2.3211600479993e-12;6.78082234595787e-10;18.0084771737726
chrX;64888437;+;cg22771999;chrX:64887549-64887837;S_Shore;MSN;NM_002444;Body;;;;;X:64888305-64888964;Promoter_Associated_Cell_type_specific;TRUE;-0.156790981792717;0.689880681578947;-10.19412006799;2.33168001101312e-12;6.80701335695125e-10;18.0039504527278
chrX;39873535;-;cg01540386;chrX:39871532-39874766;Island;;;;;;;X:39756368-39759661;X:39873130-39874542;Unclassified;;0.228907756022409;0.280091560526316;10.191307794659;2.3496303977836e-12;6.85484710000685e-10;17.9962733738948
chrX;48910725;+;cg10461324;chrX:48910926-48911514;N_Shore;;;;;;;;X:48910650-48912265;Unclassified_Cell_type_specific;TRUE;-0.163460419047619;0.692448910526316;-10.1854778904114;2.38729116204708e-12;6.96008221721082e-10;17.9803552919208
chrX;19143476;+;cg01372422;chrX:19139937-19140629;S_Shelf;;;;;;;;;;;-0.183040101680672;0.565078318421053;-10.1798318621321;2.42434962452966e-12;7.06342247491708e-10;17.9649349872304
chrX;39866161;+;cg09182733;chrX:39864525-39869106;Island;;;;;RDMR;;;;;;-0.174751685154062;0.507818947368421;-10.1782175932948;2.43505231670759e-12;7.08988796340106e-10;17.9605253583734
chrX;41307114;-;cg05131629;;OpenSea;"NYX;NYX";"NM_022567;NM_022567";"5'UTR;1stExon";;;;;;;;-0.146504898039216;0.459895631578947;-10.1722807289791;2.474829315319e-12;7.20091466109934e-10;17.9443049194507
chrX;51075126;+;cg02975846;chrX:51075272-51076331;N_Shore;"NUDT10;NUDT10";"NM_153183;NM_153183";"5'UTR;1stExon";;;;;;;TRUE;-0.176549134173669;0.606604702631579;-10.1657960720412;2.51903258041486e-12;7.32466429677283e-10;17.9265825047687
chrX;130192575;-;cg05867448;chrX:130192131-130192735;Island;FLJ30058;NM_144967;5'UTR;;;TRUE;X:130019873-130020400;;;;0.262946610644258;0.299650094736842;10.1637629068152;2.53305661648181e-12;7.3605549076566e-10;17.9210247681978
chrX;128789105;+;cg27474516;chrX:128788003-128789195;Island;APLN;NM_017413;TSS200;;;;X:128615752-128616827;;;;0.155973602240896;0.329792526315789;10.156036405217;2.58707976661305e-12;7.51255025277799e-10;17.8998990939228
chrX;54466836;-;cg06069996;;OpenSea;TSR2;NM_058163;TSS200;;;;X:54483422-54483966;X:54466419-54467027;Promoter_Associated;;-0.190894519663866;0.297117848421053;-10.1517307010448;2.6176921491441e-12;7.59640730867328e-10;17.888123086725
chrX;30264853;-;cg13814975;chrX:30265172-30265555;N_Shore;"MAGEB1;MAGEB1;MAGEB1";"NM_002363;NM_177404;NM_177415";"5'UTR;TSS1500;5'UTR";;;;;;;;-0.131277990756302;0.828768913157895;-10.1481561466629;2.64338611164807e-12;7.66588974725255e-10;17.8783448982692
chrX;100638850;-;cg21909660;;OpenSea;BTK;NM_000061;5'UTR;;;;;X:100638821-100639007;Unclassified_Cell_type_specific;;-0.148509109243697;0.390979;-10.1476460131304;2.64707382707102e-12;7.67150375360496e-10;17.8769492911267
chrX;18907124;+;cg04985372;;OpenSea;LOC100132163;NR_029379;TSS1500;;;;;;;;-0.140072304201681;0.810333668421053;-10.1444051802014;2.67062412888515e-12;7.73463616756165e-10;17.8680823205421
chrX;152735785;-;cg24964466;chrX:152735784-152736193;Island;HAUS7;NM_017518;Body;;;;X:152388831-152389659;X:152735349-152736967;Promoter_Associated;;0.242689623669468;0.260616088157895;10.1388731685355;2.71131749592253e-12;7.84730189513854e-10;17.8529434442859
chrX;69675064;+;cg24264679;chrX:69674799-69675305;Island;"DLG3;DLG3;DLG3;DLG3";"NM_021120;NM_001166278;NM_020730;NM_001166278";"Body;1stExon;Body;5'UTR";;;;X:69591503-69592030;X:69673606-69675985;Unclassified;;0.279528862184874;0.4743645;10.1311190213963;2.76942125202376e-12;8.01017598379269e-10;17.8317166819657
chrY;15863486;+;cg07456370;chrY:15863345-15864834;Island;;;;;;;Y:14372689-14374399;;;;0.241705940448179;0.279959533157895;10.1288619055337;2.78657128857366e-12;8.05446015545584e-10;17.8255363984876
chrX;55515154;+;cg21331369;chrX:55515067-55515544;Island;USP51;NM_201286;Body;;;;X:55531610-55532508;X:55514794-55516250;Promoter_Associated;;0.223949731316527;0.242404324210526;10.1283132497798;2.79075638977888e-12;8.06123605613279e-10;17.8240340044467
chrX;63424405;-;cg01127291;chrX:63424198-63426190;Island;FAM123B;NM_152424;5'UTR;;;;X:63340947-63342911;;;;-0.212790894639132;0.764335925937513;-10.1273468496192;2.79814357001866e-12;8.07724628797266e-10;17.8213875966567
chrX;68836113;-;cg21881821;chrX:68835648-68837063;Island;"EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA";"NM_001399;NM_001005611;NM_001005609;NM_001005610;NM_001005615;NM_001005610;NM_001399;NM_001005615;NM_001005612;NM_001005609;NM_001005612;NM_001005611";"5'UTR;1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR";;;;X:68752403-68753854;X:68835560-68836605;Unclassified_Cell_type_specific;TRUE;0.316024424901961;0.278795418684211;10.1241635208181;2.82261799275641e-12;8.14252773056655e-10;17.8126694392959
chrX;49091760;-;cg02179438;chrX:49091934-49092233;N_Shore;CCDC22;NM_014008;TSS200;;;;;X:49091596-49092554;Promoter_Associated;;0.336684780224089;0.292380380526316;10.1190271209755;2.86256837699851e-12;8.2523380023776e-10;17.7985996016172
chrX;38420780;+;cg20074774;chrX:38420557-38421478;Island;"TSPAN7;TSPAN7";"NM_004615;NM_004615";"1stExon;5'UTR";high-CpG:38305659-38305738;;;X:38305204-38306057;X:38420222-38420946;Unclassified_Cell_type_specific;TRUE;0.285348690756302;0.433029721052632;10.1155614162585;2.88984886900032e-12;8.32550249428103e-10;17.7891042334733
chrX;37706251;+;cg12526869;chrX:37706295-37706972;N_Shore;DYNLT3;NM_006520;Body;;;;;;;;0.288256560784314;0.487465484210526;10.1144354401392;2.89876886561199e-12;8.34570993640336e-10;17.7860189330953
chrX;139173266;+;cg26751304;chrX:139173387-139173767;N_Shore;;;;;DMR;;X:139000798-139000933;;;;0.314178368571429;0.321653547894737;10.1132318015226;2.9083350860076e-12;8.36775011500049e-10;17.7827206437864
chrX;46306250;-;cg27480347;chrX:46306249-46306838;Island;"ZNF673;ZNF673;ZNF673;ZNF673";"NM_001129900;NM_001129898;NM_017776;NM_001129899";"TSS1500;TSS1500;TSS1500;TSS1500";;;;;X:46305774-46307039;Promoter_Associated_Cell_type_specific;;0.203049570868347;0.265259757894737;10.1124307267967;2.91471962448076e-12;8.38061314798832e-10;17.7805253804387
chrX;49126241;+;cg12704708;chrX:49125645-49127200;Island;PPP1R3F;NM_033215;TSS200;;;;X:49012590-49014144;X:49125345-49126853;Promoter_Associated;;0.359941236498599;0.414057209736842;10.1071853404475;2.9568790466881e-12;8.49625434423166e-10;17.7661488431914
